,Unnamed: 0,ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url,price_in_billion
22735,22735,4902323,Domestic assembly,Used car,Sedan,8,Sand,Cream,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,9.3," I'm selling a Vios G made in 2017, a one-owner car from new in Thai Nguyen. The car is beautiful and completely original, no sauces, including manufacturer's test, and even a mechanic. Pictures speak for themselves...If you are interested, please contact me. Thank you for reading!",Toyota,Vios,2017.0,Toyota Vios 1.5G 2017,440 Million,https://bonbanh.com/xe-toyota-vios-1.5g-2017-4902323,0.44
22810,22810,4902643,Domestic assembly,Used car,SUV,9,Black,Cream,5,8,Diesel,2.5,Automatic,RFD - Rear-wheel drive,12.3," Need to sell Ford Everest 2009, excellent beauty, no competitors. Diesel version. Automatic number. 7 seats. Super savings, . The diesel engine is super fuel efficient. 100km/7 liters. If you need a family car at a time when gas prices are increasing, please give me a call. Feel free to check the company. If you have any needs, please contact",Ford,Everest,2009.0,Ford Everest 2.5L 4x2 AT 2009,340 Million,https://bonbanh.com/xe-ford-everest-2.5l-4x2-at-2009-4902643,0.34
23027,23027,4903391,Imported,Used car,SUV,20,Black,Black,5,7,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),8.4," #AMG_GLB35_4matic_V1 super glides 20 kilometersMercedes-Benz 7-seat multi-purpose family car Car manufactured in 2022, first registered in 2023 3-year warranty Written no-fault commitment With many attractive incentive policies Contact me for more vehicle details and many other attractive gifts â™¥ï¸â™¥ï¸â™¥ï¸",Mercedes-Benz,GLB35,2022.0,Mercedes Benz GLB 35 4Matic 2022,2 Billion 869 Million,https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2022-4903391,2.869
23127,23127,4903681,Imported,Used car,Pickup,5,Red,Brown,4,5,Diesel,2.5,Automatic,4WD - Four-wheel drive (4WD),11.9,"COLORADO HiGHCOUNTRY 2.5 manufactured in 2018, registered in 2019, fully furnished. The car drives more than 5v6. very new. leather interior. speed control. android screen ""reversing cam, dash cam. auto headlights, auto wipers. safety airbags. tire pressure... If you have any needs, please contact me, thanks.""",Chevrolet,Colorado High Country,2018.0,Chevrolet Colorado High Country 2.5L 4x4 AT 2018,546 Million,https://bonbanh.com/xe-chevrolet-colorado-high-country-2.5l-4x4-at-2018-4903681,0.546
23444,23444,4904990,Domestic assembly,Used car,SUV,25,Black,Cream,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4," Black/Cream Seats 2022 to 2023 Odo: 25 km With price (including title transfer) Ì›Ì£ Ì Ìƒ Ì›Ì‰ Ì£ Ì Ìƒ â–ªï¸ CAR EXPORTED WITH FULL VAT, clear legality, transparent origin â–ªï¸ 110 vehicle inspection Genuine technical pointsâ–ªï¸ No mileage (km) (genuine commitment)â–ªï¸ Do not sell flooded cars (swimming)â–ªï¸ 33-month warranty with unlimited kmâ–ªï¸ Minimum 01 year warranty for expired vehicles guarantee",Mercedes-Benz,GLC200,2022.0,Mercedes Benz GLC 200 4Matic 2022,2 Billion 99 Million,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-4904990,2.099
23720,23720,4905836,Imported,Used car,Pickup,4,Green,Sand,4,5,Diesel,2.2,Automatic,RFD - Rear-wheel drive,11.5, Xls sx 213 drives the car like new. Anyone interested can contact me for more information,Ford,Ranger,2013.0,Ford Ranger XLS 2.2L 4x2 AT 2013,355 Million,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2013-4905836,0.355
23779,23779,4906125,Imported,Used car,Pickup,68,Green,Colorful,4,5,Diesel,2.2,Automatic,RFD - Rear-wheel drive,10.3,For sale ford ranger single axle automatic transmission nice car with warranty for the buyer,Ford,Ranger,2016.0,Ford Ranger XLS 2.2L 4x2 AT 2016,486 Million,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-4906125,0.486
23814,23814,4906246,Domestic assembly,Used car,Hatchback,9,Red,Red,5,5,Petrol,1.25,Automatic,FWD - Front-wheel drive,5.6," need to sell a car by the original owner, I drove it from the time I bought it until now. The car is new and runs well.",Hyundai,i10,2017.0,Hyundai i10 Grand 1.2 AT 2017 car,299 Million,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2017-4906246,0.299
23914,23914,4906672,Domestic assembly,Used car,SUV,79,White,Black,5,7,Petrol,2.0,Automatic,FWD - Front-wheel drive,7.8," Mitsubishi Outlander 2.0AT CVT Premium manufactured in 2019, registered 2020+ ODO:79km+ Full Option vehicle: sunroof, airbag, electric mirrors, electric folding, vehicle equipped with fuel-saving ECO engine, and many systems Other high-end safety systems, 360Â° Android cam screen, reverse sensor, beautiful leather interior, molded wheels:",Mitsubishi,Outlander,2019.0,Mitsubishi Outlander 2.0 CVT Premium 2019,2 Billion 200 Million,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-premium-2019-4906672,2.2
24323,24323,4907895,Imported,Used car,Sedan,40,White,Grey,4,5,Petrol,2.2,Manual,FWD - Front-wheel drive,10.5, For sale imported camry. Genuine number machine. 90% of the cars were liquidated with original paint. Uncompromising quality. Price for people who love beautiful cars. Quality car.,Toyota,Camry,1997.0,Toyota Camry XLi 2.2 MT 1997,125 Million,https://bonbanh.com/xe-toyota-camry-xli-2.2-mt-1997-4907895,0.125
24326,24326,4907946,Domestic assembly,Used car,Van/Minivan,88,White,Cream,5,7,Diesel,2.2,Automatic,FWD - Front-wheel drive,12.1," Kia Sendona 2.2 diesel engine, automatic transmission, 7-seat car, Year of production 2018, fom 2019, high-end version pdentium ODO 8.8 van km The car has no faults, has a manufacturer's check box nationwide, if you are interested, please contact to see the car.",Kia,Sedona,2018.0,Kia Sedona Platinum D 2018,885 Million,https://bonbanh.com/xe-kia-sedona-platinum-d-2018-4907946,0.885
24376,24376,4908245,Domestic assembly,Used car,Sedan,28,White,Black,4,5,Petrol,2.0,Automatic,RFD - Rear-wheel drive,9.6, MER C300 Facelift Model 2019 ODO 28k km Brand new car Guaranteed not to crash or flood 100% original machinery (70% bank installment support),Mercedes-Benz,C300,2018.0,Mercedes Benz C class C300 AMG 2018,1 Billion 299 Million,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2018-4908245,1.299
24396,24396,4908360,Domestic assembly,Used car,Hatchback,20,Red,Grey,5,5,Petrol,1.25,Manual,FWD - Front-wheel drive,8.3,"Kia moming SI engine 1.2 manual transmission line fully equipped, manufactured late 2016, registered in 2017, car bought new, one owner, chassis, interior, water color, original paint, 100% genuine seats, brand new, 5 tires still with car, dirty shells, crabs have not touched the ground The car's condition is still very new, anyone who wants to see the car will be satisfied immediately",Kia,Morning,2016.0,Kia Morning Si MT 2016 car,275 Million,https://bonbanh.com/xe-kia-morning-si-mt-2016-4908360,0.275
24485,24485,4908672,Imported,Used car,Sedan,82,Black,Cream,4,5,Petrol,2.4,Automatic,FWD - Front-wheel drive,8.9, Toyota Camry Le 2.4 imported from the US for sale. Manufactured in 2007. The car is committed to not crashing and has been heavily maintained so it feels extremely smooth. There is negotiation.,Toyota,Camry,2007.0,Toyota Camry LE 2.4 2007,390 Million,https://bonbanh.com/xe-toyota-camry-le-2.4-2007-4908672,0.39
24654,24654,4909276,Domestic assembly,Used car,Sedan,8,Black,Cream,4,5,Petrol,1.8,Automatic,FWD - Front-wheel drive,7.3," I'm selling an Altits G manufactured and registered at the end of 2016 AT automatic transmission with 1.8 engine âœ“ one-owner family car bought from new âœ“ beautiful car with no faults âœ“ I guarantee the car will not crash, not be damaged âœ“ fresh and beautiful interior , the original paint is still over 96%, you can rest assured that the chassis is very good, the engine is original. If you are interested, please call me.",Toyota,Corolla_altis,2016.0,Toyota Corolla altis 1.8G AT 2016,535 Million,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2016-4909276,0.535
24682,24682,4909366,Domestic assembly,Used car,Crossover,11,Green,Black,5,7,Petrol,2.0,Automatic,FWD - Front-wheel drive,12.5," The original owner's car has been meticulously maintained, with no rust or any scratches",Kia,Carens,2011.0,Kia Carens SXAT 2011,295 Million,https://bonbanh.com/xe-kia-carens-sxat-2011-4909366,0.295
24828,24828,4909942,Domestic assembly,Used car,Sedan,50,Black,Black,4,5,Petrol,2.0,Manual,RFD - Rear-wheel drive,10.7," Selling delicious, nutritious and cheap C200 motherboard with cold air conditioning. The machine has a sturdy base",Mercedes-Benz,C200,2001.0,Mercedes Benz C class C200 Kompressor MT 2001,75 Million,https://bonbanh.com/xe-mercedes_benz-c_class-c200-kompressor-mt-2001-4909942,0.075
24912,24912,4910348,Domestic assembly,Used car,SUV,56,Red,Brown,5,7,Petrol,2.4,Automatic,AWD - 4-wheel drive (AWD),9.9,"Hyunhdai Santafe full gasoline production late 2020 Odo: 56k km 1 owner used from new Original, never been touched or flooded",Hyundai,Santa_Fe,2020.0,Hyundai SantaFe Premium 2.4L HTRAC 2020,935 Million,https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2020-4910348,0.935
25364,25364,4911872,Imported,Used car,SUV,69,Black,Brown,5,8,Petrol,2.7,Automatic,RFD - Rear-wheel drive,11.1, Outstanding class conquers all terrains. Fortuner imported whole animal. 2017 single-axle gasoline engine. The owner of hp. New body insurance purchased. Commitment that the original car has no flooding accidents.,Toyota,Fortuner,2017.0,Toyota Fortuner 2.7V 4x2 AT 2017,726 Million,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-4911872,0.726
25381,25381,4911938,Domestic assembly,Used car,SUV,72,White,Grey,5,7,Petrol,2.0,Automatic,FWD - Front-wheel drive,9.8," Rondo 2015 ATH. Full version. Electric door, automatic steering wheel, automatic steering, faucet lights, front and rear warning sensors. . Paranoma window. The owner of hp.",Kia,Rondo,2015.0,Kia Rondo GATH 2015 car,459 Million,https://bonbanh.com/xe-kia-rondo-gath-2015-4911938,0.459
25425,25425,4912110,Imported,Used car,SUV,2,Red,Default Value,5,7,Petrol,2.5,Automatic,RFD - Rear-wheel drive,0.0," 1 owner private car with full history, 2018, 2019, very low mileage, 20,000 km. You can buy the whole car in its original condition, at the most reasonable price on the market. If you're interested, let me know if the price is lower for you. View car",Nissan,Terra,2018.0,Nissan Terra E 2.5 AT 2WD 2018,680 Million,https://bonbanh.com/xe-nissan-terra-e-2.5-at-2wd-2018-4912110,0.68
25573,25573,4912602,Domestic assembly,Used car,Hatchback,4,Green,Colorful,5,5,Petrol,1.25,Automatic,FWD - Front-wheel drive,5.6," Fit for ACE Hyundai i10 SX 2017 Registered December 2017Vehicle with very little use ODO 4.2V Engine 1.2 Special paint color Airbags, screen, reverse cam... Full set of 4 tires (the extra tire hasn't had a chance to be lowered yet) The family car is being used, has not been in a collision, always avoids leaks if you see water, original mechanical frame, need money to sell urgently Price F0 - ( commit to",Hyundai,i10,2017.0,Hyundai i10 Grand 1.2 AT 2017 car,342 Million,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2017-4912602,0.342
25578,25578,4912611,Domestic assembly,Used car,Sedan,80,Black,Cream,4,5,Petrol,1.8,Manual,FWD - Front-wheel drive,7.3,"Selling the Toyota Corrola Asstis 2012 E, guaranteed to be super new, running 80,000 standards, no minor defects, zinged engine, zinged paint, almost the entire car, return policy for customers when having car problems, contact us now to see the car",Toyota,Corolla_altis,2012.0,Toyota Corolla altis 1.8G MT 2012,315 Million,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2012-4912611,0.315
25633,25633,4912829,Domestic assembly,Used car,Sedan,70,Black,Cream,4,5,Petrol,1.6,Automatic,FWD - Front-wheel drive,9.0, Hai Binh Auto Salon Selling kia cerato 2017 AT Full with lots of toys View the car at Auto Hai Binh Support for title transfer and installment loan via bank up to 60% of car value with low interest rate ...â€”â€”â€”â€”â€” â€”â€”â€”â€”â€”â€” Ì‰ Ì€ Hoan Lao - Bo Trach - Quang Binh,Kia,Cerato,2017.0,Kia Cerato 1.6 AT 2017,465 Million,https://bonbanh.com/xe-kia-cerato-1.6-at-2017-4912829,0.465
25838,25838,4913868,Domestic assembly,Used car,Crossover,80,Silver,Cream,5,8,Petrol,2.0,Automatic,RFD - Rear-wheel drive,12.1," Super new Innova G 2013 for sale, 80,000 standards. Selling the car with a guarantee of no minor defects. Zing integer machine according to the manufacturer.",Toyota,Innova,2013.0,Toyota Innova 2.0G 2013,375 Million,https://bonbanh.com/xe-toyota-innova-2.0g-2013-4913868,0.375
25924,25924,4914327,Domestic assembly,Used car,SUV,56,White,Grey,5,7,Petrol,2.0,Automatic,FWD - Front-wheel drive,7.8," Mitsu Outlander 2.0 CVT 2019 Private registration Odo: 56,000km Full brand history 4 tires, Oleg Pro screen, Cam 360, Side cam, full floor carpet film Commitment: car has not been in a collision, not flooded, luxury papers Name on the day the car is not fined, warranty is according to customer's request âœ“ Includes nationwide testing and designated garages, standard vehicle description âœ“ Supports installment payments up to 70% of the car value",Mitsubishi,Outlander,2019.0,Mitsubishi Outlander 2.0 CVT 2019,688 Million,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2019-4914327,0.688
26123,26123,4915418,Imported,Used car,Van/Minivan,10,White,Brown,5,2,Petrol,1.0,Automatic,FWD - Front-wheel drive,8.3,"The car is exceptionally beautiful. If you buy it for your sister, it's okay",Kia,Morning,2014.0,Kia Morning Van 1.0 AT 2014,236 Million,https://bonbanh.com/xe-kia-morning-van-1.0-at-2014-4915418,0.236
26266,26266,4915777,Domestic assembly,Used car,Sedan,40,Black,Cream,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,8.1," Selling Toyota Vios made in 2020, G version with automatic transmission, one owner, no minor faults, nationwide factory warranty. Return the car for a full refund. If anyone is interested, please contact Auto in case you need it.",Toyota,Vios,2020.0,Toyota Vios 1.5G 2020,488 Million,https://bonbanh.com/xe-toyota-vios-1.5g-2020-4915777,0.488
26269,26269,4915786,Domestic assembly,Used car,Sedan,10,Silver,White,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,9.0,"Please allow me to add! I want to sell Toyota Vios G 2011 automatic transmission. Economical, durable, low repair cost, family car, maintained according to company standards. ï¸ The car is equipped with a reverse cam screen, remote control...* Long registration, nice new tires. Commitment to accident-free, flood-free, original engine. Contact to view the car",Toyota,Vios,2011.0,Toyota Vios 1.5G 2011,315 Million,https://bonbanh.com/xe-toyota-vios-1.5g-2011-4915786,0.315
26292,26292,4915870,Imported,Used car,SUV,12,Black,Black,5,7,Diesel,2.0,Automatic,FWD - Front-wheel drive,12.3," -I sell imported Hyundai santafe SLX 2.0 STÄSX late 2009 EVGT diesel engine, New form Full version: 12 air bladders, memory seats, auto air conditioning, self-adjustable reverse gear. 2 electric seats, camera, sunroof, genuine cowhide seatsOdo 12V No need to discuss quality. Thank you for viewing the news.",Hyundai,Santa_Fe,2009.0,Hyundai SantaFe SLX 2009,490 Million,https://bonbanh.com/xe-hyundai-santafe-slx-2009-4915870,0.49
26382,26382,4916232,Domestic assembly,Used car,Crossover,9,Red,Cream,5,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,10.1, The family car is extremely well maintained and the owner is a police officer and a teacher's wife who only drives a few kilometers a day. Change the maintenance oil periodically in the company. Commitment to not crash or flood. Full play toy,Hyundai,Tucson,2019.0,Hyundai Tucson 2.0 ATH 2019,739 Million,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2019-4916232,0.739
26587,26587,4916997,Domestic assembly,Used car,Crossover,5,Red,Grey,5,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,9.8, Tucson 2.0 special production 218 cars are like new. Anyone interested can contact me for more information.,Hyundai,Tucson,2018.0,Hyundai Tucson 2.0 ATH 2018,665 Million,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2018-4916997,0.665
26737,26737,4917510,Imported,Used car,Hatchback,9,Orange,Colorful,5,5,Petrol,1.25,Automatic,FWD - Front-wheel drive,6.0," Selling imported i10 1.2, signed 215 cars like new, anyone interested can contact for more information",Hyundai,i10,2015.0,Hyundai i10 Grand 1.2 AT 2015 car,275 Million,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2015-4917510,0.275
26780,26780,4917640,Domestic assembly,Used car,Sedan,60,Black,Cream,4,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,7.5,"Hai Binh Auto Salon Selling 2018 Hyundai Elantra, 2.0L engine, automatic transmission, GLS version, one owner from new, standard mileage 60,000 Option: cream leather interior, electric adjustment - heated seats, steering wheel integrated with Cruise Control automatic accelerator key - electric sunroof, entertainment DVD screen - Bluetooth/AUX - reversing camera, front and rear collision warning, camera... Support for title transfer and installment loan via bank up to 60% of car value with low interest rates ...â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€” Ì‰ Ì€ Hoan Lao - Bo Trach - Quang Binh",Hyundai,Elantra,2018.0,Hyundai Elantra 2.0 AT 2018,485 Million,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2018-4917640,0.485
26786,26786,4917656,Domestic assembly,Used car,Sedan,30,Black,Black,4,5,Petrol,2.0,Automatic,RFD - Rear-wheel drive,8.7,"E200 exclusive 2022 black and white with 30km range - Vehicle equipment: 12.3-inch touch screen; Bluetooth connection, new touch-controlled Touchpad on the center pedestal, Apple Carplay and Android Auto connection, USB port (type C) for the rear seat, smart car locking system, KEYLESS-GO button start, Cruise Control speed control function with SPEEDTRONIC, Rear Camera, Active Brake Assist, Active Parking Assist with integrated PARKTRONIC....If you are interested, please contact us. for more detailed information",Mercedes-Benz,E200,2022.0,Mercedes Benz E class E200 Exclusive 2022,2 Billion 130 Million,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4917656,2.13
26787,26787,4917658,Imported,Used car,SUV,1,Yellow,Cream,5,5,Hybrid,3.5,Automatic,AWD - 4-wheel drive (AWD),9.2,"Lexus RX450h imported from the US Manufactured in 2010 model 2011 Car runs 7.6 v miles Hanoi Sea Has windows, side cam, mar speaker.... Q-Auto Please Commitment Vehicles sold by Q-Auto: â€â™‚ï¸NO collision. â€â™‚ï¸DO NOT flood. â€â™‚ï¸DO NOT modify the device. â€â™‚ï¸NO electrical errors or any features. â€â™‚ï¸NO dispute. (Legal clarity)",Lexus,RX450h,2010.0,Lexus RX 450h 2010,1 Billion 190 Million,https://bonbanh.com/xe-lexus-rx-450h-2010-4917658,1.19
26878,26878,4917985,Domestic assembly,Used car,Sedan,15,Black,Colorful,4,5,Petrol,1.4,Automatic,FWD - Front-wheel drive,8.8," For sale Accent AT Delta 2022, super smooth and not on the road yet. Because of the need to get into an SUV. Need to leave a reasonable price, have been to the sea, registered, Free material insurance",Hyundai,Accent,2022.0,Hyundai Accent 1.4 AT Special 2022,520 Million,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-4917985,0.52
27011,27011,4918347,Domestic assembly,Used car,Sedan,8,Red,Black,4,5,Petrol,1.6,Automatic,FWD - Front-wheel drive,10.9," I'm selling a K3 1.6 car manufactured in 2014 with 8V original, full factory maintenance, 1 owner from new (civil servant car owner should keep it very well) if interested please contact directly! I cover the company!",Kia,K3,2014.0,Kia K3 1.6 AT 2014,389 Million,https://bonbanh.com/xe-kia-k3-1.6-at-2014-4918347,0.389
27097,27097,4918743,Domestic assembly,Used car,Sedan,6,Red,Black,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,7.8," I sell Mazda3 2019 very small swing car, like new, installed with many toys, new price is very reasonable, anyone interested please contact me directly, we will cover the manufacturer (say no to defective cars).",Mazda,3,2019.0,Mazda 3 1.5L Luxury 2019,529 Million,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-4918743,0.529
27117,27117,4918848,Imported,Used car,Van/Minivan,1,Silver,Grey,5,3,Diesel,2.5,Automatic,RFD - Rear-wheel drive,8.3," Hyundai grand starex is imported completely from Korea, the car was assembled in 2014, the domestic version is exclusively for the Korean market. Beautiful car, guaranteed to have original and original machinery. Now that I no longer need to use it, I will transfer it to you. If you are willing to take the car, you will always get a preferential price. Thank you!",Hyundai,Grand_Starex,2014.0,Hyundai Grand Starex Van 2.5 AT 2014,469 Million,https://bonbanh.com/xe-hyundai-grand_starex-van-2.5-at-2014-4918848,0.469
27164,27164,4919079,Domestic assembly,Used car,Crossover,80,Grey,Cream,5,8,Petrol,2.0,Manual,RFD - Rear-wheel drive,11.0,"Super new Innova 2019MT Guaranteed to have no minor defects. Zing integer clutch. Runs at 80,000, genuine km warranty. Nationwide tess warranty. Thank you.",Toyota,Innova,2019.0,Toyota Innova 2.0E 2019 car,560 Million,https://bonbanh.com/xe-toyota-innova-2.0e-2019-4919079,0.56
27173,27173,4919118,Domestic assembly,Used car,Crossover,18,White,Grey,5,5,Petrol,1.6,Automatic,FWD - Front-wheel drive,10.2," Huydai tucson engine 1.6 turbo AT special edition produced late 2020, registered in 2021, car bought new 1 owner undercarriage, interior still has water stains, paint, 99% genuine seats, very new, car still under genuine warranty, everything still listed According to the car, the car's condition is still very new, so anyone who wants to complain will see if the car is satisfied right away",Hyundai,Tucson,2020.0,Hyundai Tucson 1.6 AT Turbo 2020,805 Million,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-2020-4919118,0.805
27741,27741,4920821,Domestic assembly,Used car,Sedan,3,Black,Grey,4,5,Petrol,1.4,Automatic,FWD - Front-wheel drive,6.7,"Hung Vuong Auto just arrived Hyundai Accent 1.4 At 2019 The segment competes directly with the Vios, sales have many times surpassed the Vios, leading in the B segment. The car has a standard run of 3.50,000 km. All tires are with the car. Static starter. Screen with integrated camera. Back up with the car Beautiful car, extremely well-maintained car with 100% factory maintenance history Original interior and exterior Automatic trunk opening Very beautiful two-color seats Hung Vuong Auto commits not to sell the car Accidental Car Flooded Car Poor quality If you discover 3 errors on Hung Vuong Auto, we would like to take your car back and refund 100% of your money to you.",Hyundai,Accent,2020.0,Hyundai Accent 1.4 AT 2020,430 Million,https://bonbanh.com/xe-hyundai-accent-1.4-at-2020-4920821,0.43
27757,27757,4920902,Imported,Used car,Pickup,10,White,Colorful,4,5,Diesel,3.2,Automatic,4WD - Four-wheel drive (4WD),10.8,"The family needs to sell a ford wildtrak 3.2 std 2 with excellent beautiful wheels, Zin engine, Zin body. Anyone who wants to come see the car at home. Price is negotiable.",Ford,Ranger,2017.0,Ford Ranger Wildtrak 3.2L 4x4 AT 2017,638 Million,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-4920902,0.638
28043,28043,4921824,Domestic assembly,Used car,Hatchback,10,White,Cream,4,5,Petrol,1.25,Manual,FWD - Front-wheel drive,8.3," Selling 100% new Kia Morning car, 2022 manual transmission. The car has issued a VAT Invoice, but the car has not been stripped of plastic, has not paid registration tax, the car is brand new and won a prize, so it is not available. You can buy a new car if you buy this car for a few tens of millions. Please contact me quickly",Kia,Morning,2022.0,Kia Morning MT 2022 car,330 Million,https://bonbanh.com/xe-kia-morning-mt-2022-4921824,0.33
28142,28142,4922087,Domestic assembly,Used car,Van/Minivan,80,White,Colorful,5,2,Petrol,1.2,Manual,FWD - Front-wheel drive,6.7,"Spark Van for sale, 1.2MT, beautiful and sparkling. The owner is selling a new model car, white color, full interior, Santek navigation screen, reverse cam, underbody subwoofer, just buy it and go! Car commitment No collisions, please feel free to check! If you are interested, please call me!",Chevrolet,Spark Duo Van,2017.0,Chevrolet Spark Duo Van 1.2 MT 2017,159 Million,https://bonbanh.com/xe-chevrolet-spark-duo-van-1.2-mt-2017-4922087,0.159
28252,28252,4922368,Domestic assembly,Used car,Van/Minivan,30,Green,Green,4,9,Diesel,2.5,Manual,RFD - Rear-wheel drive,12.3, Selling an ambulance with a nice body and a nice car to look at,Toyota,Hiace,2009.0,Toyota Hiace Ambulance 2009,245 Million,https://bonbanh.com/xe-toyota-hiace-cuu-thuong-2009-4922368,0.245
28259,28259,4922384,Domestic assembly,Used car,Van/Minivan,30,Pink,Grey,4,16,Petrol,2.4,Manual,RFD - Rear-wheel drive,9.1,Selling 204 quality machines. The air conditioner is freezing cold and the shell is beautiful and doesn't crash,Toyota,Hiace,2004.0,Toyota Hiace 2.4 2004,58 Million,https://bonbanh.com/xe-toyota-hiace-2.4-2004-4922384,0.058
28301,28301,4922588,Domestic assembly,Used car,Hatchback,90,Silver,Grey,5,5,Petrol,1.0,Automatic,FWD - Front-wheel drive,7.0," Selling a 2015 Spark LTZ automatic, beautiful car, no faults, original engine, Odo guarantee 90,000km warranty, no warranty. See how it feels, the car is equipped with 4 airbags around the car...",Chevrolet,Spark,2015.0,Chevrolet Spark LTZ 1.0 AT Zest 2015,228 Million,https://bonbanh.com/xe-chevrolet-spark-ltz-1.0-at-zest-2015-4922588,0.228
28644,28644,4923723,Domestic assembly,Used car,Sedan,15,Grey,Cream,4,5,Petrol,1.6,Manual,FWD - Front-wheel drive,8.5,"Selling a 2011 Avante 1.6 manual, registered 2012. Original car, very new.",Hyundai,Avante,2011.0,Hyundai Avante 1.6 MT 2011,230 Million,https://bonbanh.com/xe-hyundai-avante-1.6-mt-2011-4923723,0.23
28713,28713,4923905,Imported,Used car,Crossover,9,Silver,Black,5,5,Petrol,1.4,Automatic,FWD - Front-wheel drive,7.2," One owner family car from new, low mileage, genuine owner, guaranteed no collision, no flooding, engine, solid base",Hyundai,i20,2015.0,Hyundai i20 Active 1.4 AT 2015,368 Million,https://bonbanh.com/xe-hyundai-i20-active-1.4-at-2015-4923905,0.368
28723,28723,4923922,Imported,Used car,SUV,6,White,Grey,5,7,Petrol,1.5,Automatic,RFD - Rear-wheel drive,9.0," The car was bought new by the owner, not for business or service. The car mainly goes from home to work. Contact us to see the car",Toyota,Rush,2019.0,Toyota Rush 1.5S AT 2019,535 Million,https://bonbanh.com/xe-toyota-rush-1.5s-at-2019-4923922,0.535
28851,28851,4924226,Imported,Used car,Pickup,18,White,Grey,4,5,Diesel,3.2,Automatic,4WD - Four-wheel drive (4WD),10.8," Ford Rengre 3.2 engine, white, 4x4 series (2 axles) manufactured late 2017, registered in April 2018, car bought new by 1 owner, interior chassis, water color, paint, 100% original, not a single mile mark, 5 tires still with the car, spare parts still intact After touching the ground, the car has just had its oil changed and been serviced at the dealership for a few days. The car's condition is still beautiful and sparkling. Anyone interested please contact us directly for more information.",Ford,Ranger,2017.0,Ford Ranger Wildtrak 3.2L 4x4 AT 2017,756 Million,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2017-4924226,0.756
29210,29210,4925469,Domestic assembly,Used car,SUV,1,Sand,Cream,5,7,Diesel,2.2,Automatic,4WD - Four-wheel drive (4WD),10.9,"HYUNDAI SANTAFE FULL OIL 2017 SUPER BEAUTIFUL Color: Brown, Interior: Cream Manufactured: 2017 registered November 2017 Version: Full most advanced 4WD One owner with very nice skills, the spare wheel has not been removed The car is equipped with a 2.2l engine and comes with box 6-speed transmission accelerates strongly but smoothly. The car is equipped with smart locks, DVD screen, security camera, electronic balance, airbags around the car.... Additional equipment: dash cam, American heat insulation film, floor lining...Bank support price 70 %- Commitment to No collision or flooding - Original engine and transmission - 6 month warranty for cars sold - Brand testing included, Car delivery nationwide AUTO SOUTH SAIGON206 Nguyen Van Linh, Tan Thuan Tay Ward, District 7 , HCM",Hyundai,Santa_Fe,2017.0,Hyundai SantaFe 2.2L 4WD 2017,779 Million,https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2017-4925469,0.779
